Player ID,Name,First Name,Last Name,Age,Birth Date,Birth Place,Birth Country,Nationality,Height,Weight,Injured,Photo,TeamID,TeamName,TeamLogo,GamesAppearences,GamesLineups,GamesMin,GamesNumber,GamesPosition,GamesRating,GamesCaptain,SubsIn,SubsOut,SubsBench,ShotsTotal,ShotsOn,ShotsGoals,ShotsConceded,ShotsAssists,ShotsSaves,PassesTotal,PassesKey,PassesAccuracy,TacklesTotal,TacklesBlocks,TacklesInterceptions,DuelsTotal,DuelsWon,DribblesAttempts,DribblesSuccess,DribblesPast,FoulsDrawn,FoulsCommitted,CardsYellow,CardsYellowRed,CardsRed,PenaltyWon,PenaltyCommited,PenaltyScored,PenaltyMissed,PenaltySaved,TeamID2,TeamName2,TeamLogo2,GamesAppearences2,GamesLineups2,GamesMin2,GamesNumber2,GamesPosition2,GamesRating2,GamesCaptain2,SubsIn2,SubsOut2,SubsBench2,ShotsTotal2,ShotsOn2,ShotsGoals2,ShotsConceded2,ShotsAssists2,ShotsSaves2,PassesTotal2,PassesKey2,PassesAccuracy2,TacklesTotal2,TacklesBlocks2,TacklesInterceptions2,DuelsTotal2,DuelsWon2,DribblesAttempts2,DribblesSuccess2,DribblesPast2,FoulsDrawn2,FoulsCommitted2,CardsYellow2,CardsYellowRed2,CardsRed2,PenaltyWon2,PenaltyCommited2,PenaltyScored2,PenaltyMissed2,PenaltySaved2
101349,A. Tunçer,Ali Han,Tunçer,28,8/22/1995,İstanbul,Türkiye,Türkiye,182 cm,65 kg,FALSE,https://media.api-sports.io/football/players/101349.png,3601, Pendikspor, https://media.api-sports.io/football/teams/3601.png, null, null, null, null, Attacker, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
104831,C. Gönen,Cenk,Gönen,35,2/21/1988,İzmir,Türkiye,Türkiye,190 cm,84 kg,FALSE,https://media.api-sports.io/football/players/104831.png,1001, Kayserispor, https://media.api-sports.io/football/teams/1001.png, null, null, null, null, Goalkeeper, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
104855,Óscar Pinchi,Óscar Francisco,García Quintela,28,1/17/1996,A Coruña,Spain,Spain,171 cm,62 kg,FALSE,https://media.api-sports.io/football/players/104855.png,1007, Rizespor, https://media.api-sports.io/football/teams/1007.png,13,1,220, null, Midfielder, '6.508333', False,12,1,17,3,1,0,0, null, null,97,2,6,6, null,4,39,18,3, null, null,4,3,2,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
105237,O. Berber,Oğuzhan,Berber,31,4/10/1992,İzmir,Türkiye,Türkiye,176 cm,70 kg,FALSE,https://media.api-sports.io/football/players/105237.png,3578, İstanbulspor, https://media.api-sports.io/football/teams/3578.png, null, null, null, null, Defender, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
105243,E. Erboğa,Mustafa Ethem,Erboğa,24,1/11/1999,Çankırı,Türkiye,Türkiye,186 cm,null,FALSE,https://media.api-sports.io/football/players/105243.png,1004, Kasimpasa, https://media.api-sports.io/football/teams/1004.png, null, null, null, null, Attacker, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
105255,C. Tosun,Cafer,Tosun,24,11/20/1999,Trabzon,Türkiye,Türkiye,185 cm,73 kg,FALSE,https://media.api-sports.io/football/players/105255.png,3578, İstanbulspor, https://media.api-sports.io/football/teams/3578.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
105292,S. Yılmaz,Sabit Hakan,Yılmaz,26,7/27/1997,Manisa,Türkiye,Türkiye,180 cm,null,FALSE,https://media.api-sports.io/football/players/105292.png,3578, İstanbulspor, https://media.api-sports.io/football/teams/3578.png, null, null, null, null, Attacker, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
106823,E. Kartsev,Eden,Kartsev,24,4/11/2000,Afula,Israel,Israel,186 cm,null,FALSE,https://media.api-sports.io/football/players/106823.png,564, Istanbul Basaksehir, https://media.api-sports.io/football/teams/564.png,11,6,486, null, Midfielder, '6.650000', False,5,3,10,3,1,0,0, null, null,226, null,18,10,2,10,41,24,4,3, null,4,5,1,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
107285,A. Karaman,Alper,Karaman,26,1/24/1997,İstanbul,Türkiye,Türkiye,182 cm,null,FALSE,https://media.api-sports.io/football/players/107285.png,564, Istanbul Basaksehir, https://media.api-sports.io/football/teams/564.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
108630,J. Topalli,Jetmir,Topalli,26,2/7/1998,null,Kosovo,Kosovo,188 cm,null,FALSE,https://media.api-sports.io/football/players/108630.png,3578, İstanbulspor, https://media.api-sports.io/football/teams/3578.png,0,0,0, null, Attacker, null, False,0,0,2, null, null,0,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
119029,L. Diack,Lamine,Diack,23,11/15/2000,Dakar,Senegal,Senegal,186 cm,null,FALSE,https://media.api-sports.io/football/players/119029.png,1010, Ankaragucu, https://media.api-sports.io/football/teams/1010.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
119112,A. Đokanović,Andrej,Đokanović,23,3/1/2001,Kasindo,Bosnia and Herzegovina,Bosnia and Herzegovina,180 cm,70 kg,FALSE,https://media.api-sports.io/football/players/119112.png,1010, Ankaragucu, https://media.api-sports.io/football/teams/1010.png,12,7,612, null, Midfielder, '6.666666', False,5,4,10,5, null,0,0, null, null,255,6,21,12,2,10,73,35,12,5, null,8,10,1,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
119174,O. Erdoğan,Okan,Erdoğan,26,9/29/1998,Bremen,Germany,Germany,185 cm,null,FALSE,https://media.api-sports.io/football/players/119174.png,3578, İstanbulspor, https://media.api-sports.io/football/teams/3578.png,25,24,2162, null, Defender, '6.666666', False,1,2,2,5,1,0,0, null, null,1093,6,35,42,15,26,177,96,21,17, null,14,18,6,0,1, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
119182,R. Baniya,Rayyan,Baniya,25,2/18/1999,Bologna,Italy,Türkiye,194 cm,85 kg,FALSE,https://media.api-sports.io/football/players/119182.png,998, Trabzonspor, https://media.api-sports.io/football/teams/998.png,20,19,1616, null, Defender, '6.200000', False,1,3,12, null, null,0,0, null, null,36, null,32, null,2, null,8,4,1,1, null,1,2,3,0,0, null, null,0,0, null,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,1,1,90,null,Defender,6.2,FALSE,0,0,0,null,null,0,0,null,null,36,null,32,null,2,null,8,4,1,1,null,1,2,0,0,0,null,null,0,0,null
119749,S. Asan,Serkan,Asan,25,4/28/1999,Trabzon,Türkiye,Türkiye,170 cm,null,FALSE,https://media.api-sports.io/football/players/119749.png,3601, Pendikspor, https://media.api-sports.io/football/teams/3601.png,21,17,1428, null, Defender, '6.715000', False,4,8,9,4, null,0,0, null, null,544,9,20,19,2,31,101,55,8,4, null,17,13,2,1,0, null, null,0,0, null,998, Trabzonspor, https://media.api-sports.io/football/teams/998.png,0,0,0,null,Defender,6.715,FALSE,0,0,0,4,null,0,0,null,null,544,9,20,19,2,31,101,55,8,4,null,17,13,0,0,0,null,null,0,0,null
122130,A. Diamantis,Apostolos,Diamantis,24,5/20/2000,null,Greece,Greece,null,null,FALSE,https://media.api-sports.io/football/players/122130.png,3578, İstanbulspor, https://media.api-sports.io/football/teams/3578.png,0,0,0, null, Defender, null, False,0,0,1, null, null,0,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
125450,B. Balat,Bünyamin,Balat,27,1/5/1997,Hamburg,Germany,Germany,175 cm,null,FALSE,https://media.api-sports.io/football/players/125450.png,3563, Adana Demirspor, https://media.api-sports.io/football/teams/3563.png,0,0,0, null, Midfielder, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
126849,A. Uğur,Adnan,Uğur,23,6/28/2001,Diest,Belgium,Belgium,174 cm,null,FALSE,https://media.api-sports.io/football/players/126849.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,11,5,434, null, Midfielder, '6.577777', False,6,5,18,2,2,0,0, null, null,112,4,9,4, null,1,42,13,5,3, null,5,12,1,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
127609,L. Mercan,Münir Levent,Mercan,24,12/10/2000,Recklinghausen,Germany,Germany,176 cm,69 kg,FALSE,https://media.api-sports.io/football/players/127609.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,29,29,2545, null, Midfielder, '6.986206', False,0,4,0,8,1,1,0,4, null,1269,26,34,72,7,37,254,141,39,23, null,25,25,8,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
128350,E. Yardımcı,Erencan,Yardımcı,22,2/4/2002,Kocaeli,Türkiye,Türkiye,188 cm,null,FALSE,https://media.api-sports.io/football/players/128350.png,3601, Pendikspor, https://media.api-sports.io/football/teams/3601.png,23,13,1221, null, Attacker, '6.630434', False,10,8,15,25,12,6,0,2, null,210,6,6,9,1, null,173,74,31,15, null,20,18,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
128809,E. Arslan,Ensar,Arslan,22,8/1/2001,Darmstadt,Germany,Germany,186 cm,70 kg,FALSE,https://media.api-sports.io/football/players/128809.png,3603, Samsunspor, https://media.api-sports.io/football/teams/3603.png, null, null, null, null, Attacker, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
128853,D. Köhn,Derrick Arthur,Köhn,25,2/4/1999,Hamburg,Germany,Germany,180 cm,73 kg,FALSE,https://media.api-sports.io/football/players/128853.png,645, Galatasaray, https://media.api-sports.io/football/teams/645.png,6,6,540, null, Defender, '7.150000', False,0,0,1,4,3,1,0, null, null,184,3,21,15, null,4,68,35,14,7, null,7,10,1,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
128914,D. Kök,Deniz,Kök,23,3/12/2000,Antalya,Türkiye,Türkiye,190 cm,null,FALSE,https://media.api-sports.io/football/players/128914.png,996, Alanyaspor, https://media.api-sports.io/football/teams/996.png, null, null, null, null, Goalkeeper, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
128919,O. Koç,Ozan İsmail,Koç,23,1/6/2001,Bursa,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/128919.png,1007, Rizespor, https://media.api-sports.io/football/teams/1007.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
128920,B. Kör,Batuhan,Kör,23,3/9/2001,Trabzon,Türkiye,Türkiye,181 cm,null,FALSE,https://media.api-sports.io/football/players/128920.png,998, Trabzonspor, https://media.api-sports.io/football/teams/998.png,0,0,0, null, Attacker, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
128927,A. Çaylak,Alperen Mehmet,Çaylak,23,5/8/2000,Kastamonu,Türkiye,Türkiye,180 cm,null,FALSE,https://media.api-sports.io/football/players/128927.png,3578, İstanbulspor, https://media.api-sports.io/football/teams/3578.png, null, null, null, null, Defender, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
128929,D. Aydın,Abdullah Dıjlan,Aydın,23,6/16/2000,Diyarbakır,Türkiye,Türkiye,183 cm,null,FALSE,https://media.api-sports.io/football/players/128929.png,3578, İstanbulspor, https://media.api-sports.io/football/teams/3578.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
128930,B. Nızam,Berk Ali,Nızam,23,4/23/2000,İstanbul,Türkiye,Türkiye,182 cm,null,FALSE,https://media.api-sports.io/football/players/128930.png,3578, İstanbulspor, https://media.api-sports.io/football/teams/3578.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
128955,C. Keles,Can,Keles,23,9/2/2001,Wien,Austria,Austria,180 cm,77 kg,FALSE,https://media.api-sports.io/football/players/128955.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,28,21,1780, null, Attacker, '6.828571', False,7,15,10,33,18,3,0,3, null,456,19,12,16, null,9,158,63,45,23, null,19,20,3,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
128967,H. Yurtseven,Hasan,Yurtseven,23,3/19/2001,İstanbul,Türkiye,Türkiye,172 cm,63 kg,FALSE,https://media.api-sports.io/football/players/128967.png,3573, Gazişehir Gaziantep, https://media.api-sports.io/football/teams/3573.png,0,0,0, null, Midfielder, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
128969,V. Ünal,Veysel Karani,Ünal,22,7/3/2001,Antalya,Türkiye,Türkiye,173 cm,75 kg,FALSE,https://media.api-sports.io/football/players/128969.png,996, Alanyaspor, https://media.api-sports.io/football/teams/996.png, null, null, null, null, Attacker, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
128972,K. Kalafat,Kerem,Kalafat,22,3/9/2001,İstanbul,Türkiye,Türkiye,176 cm,72 kg,FALSE,https://media.api-sports.io/football/players/128972.png,549, Besiktas, https://media.api-sports.io/football/teams/549.png, null, null, null, null, Defender, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
129145,E. Eyibil,Erkan,Eyibil,23,6/15/2001,Kassel,Germany,Türkiye,175 cm,72 kg,FALSE,https://media.api-sports.io/football/players/129145.png,1005, Antalyaspor, https://media.api-sports.io/football/teams/1005.png,0,0,0, null, Midfielder, null, False,0,0,5, null, null,0,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
129171,K. Keita,Abdul Kader,Keita,24,11/6/2000,null,France,Côte d'Ivoire,177 cm,null,FALSE,https://media.api-sports.io/football/players/129171.png,1002, Sivasspor, https://media.api-sports.io/football/teams/1002.png,7,0,65, null, Midfielder, '6.660000', False,7,0,13,1, null,0,0, null, null,77, null,9,2, null, null,10,9, null, null, null,2,1,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
133659,K. Köylü,Kubilay,Köylü,25,5/4/1999,Deventer,Netherlands,Netherlands,null,null,FALSE,https://media.api-sports.io/football/players/133659.png,3578, İstanbulspor, https://media.api-sports.io/football/teams/3578.png,5,0,25, null, Attacker, '6.380000', False,5,0,14, null, null,0,0,1, null,23,1,3, null, null, null,9,3,2,2, null,1,1,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
134490,E. Keskin,Enes,Keskin,23,6/4/2001,İstanbul,Türkiye,Türkiye,185 cm,null,FALSE,https://media.api-sports.io/football/players/134490.png,3601, Pendikspor, https://media.api-sports.io/football/teams/3601.png,0,0,0, null, Midfielder, null, False,0,0,1, null, null,0,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
134514,N. Yardımcı,Nafican,Yardımcı,22,3/21/2001,Çorum,Türkiye,Türkiye,180 cm,null,FALSE,https://media.api-sports.io/football/players/134514.png,607, Konyaspor, https://media.api-sports.io/football/teams/607.png,0,0,0, null, Defender, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
134752,Y. Yitmez,Halil Yiğit,Yitmez,23,1/14/2000,İstanbul,Türkiye,Türkiye,187 cm,78 kg,FALSE,https://media.api-sports.io/football/players/134752.png,3578, İstanbulspor, https://media.api-sports.io/football/teams/3578.png, null, null, null, null, Goalkeeper, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
134753,E. Tatlı,Efe,Tatlı,22,7/29/2002,İstanbul,Türkiye,Türkiye,180 cm,null,FALSE,https://media.api-sports.io/football/players/134753.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,0,0,0, null, Midfielder, null, False,0,0,2, null, null,0,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
135245,A. Emek,Abdurrahman,Emek,22,1/1/2001,İstanbul,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/135245.png,3578, İstanbulspor, https://media.api-sports.io/football/teams/3578.png, null, null, null, null, Defender, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
135246,M. Ba,Mahamadou,Ba,25,9/21/1999,Bamako,Mali,Mali,175 cm,null,FALSE,https://media.api-sports.io/football/players/135246.png,3563, Adana Demirspor, https://media.api-sports.io/football/teams/3563.png,0,0,0, null, Midfielder, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
135934,T. Tepe,Muhammet Taha,Tepe,23,1/1/2001,Sakarya,Türkiye,Türkiye,185 cm,79 kg,FALSE,https://media.api-sports.io/football/players/135934.png,998, Trabzonspor, https://media.api-sports.io/football/teams/998.png,2,2,180, null, Goalkeeper, '6.750000', False,0,0,30, null, null,0,4, null,7,52, null,19, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
135939,O. Oruç,Ozan Can,Oruç,23,5/26/2000,İzmir,Türkiye,Türkiye,191 cm,null,FALSE,https://media.api-sports.io/football/players/135939.png,607, Konyaspor, https://media.api-sports.io/football/teams/607.png, null, null, null, null, Goalkeeper, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
136786,G. Bitin,Görkem,Bitin,26,6/22/1998,İzmir,Türkiye,Türkiye,190 cm,null,FALSE,https://media.api-sports.io/football/players/136786.png,3601, Pendikspor, https://media.api-sports.io/football/teams/3601.png,10,1,321, null, Attacker, '6.470000', False,9,1,10,12,5,0,0, null, null,64,4,6,1, null, null,43,20,2, null, null,10,4,1,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
137255,Ö. Artan,Ömürcan,Artan,25,7/27/1999,Ankara,Türkiye,Türkiye,179 cm,null,FALSE,https://media.api-sports.io/football/players/137255.png,3573, Gazişehir Gaziantep, https://media.api-sports.io/football/teams/3573.png,3,2,168, null, Defender, '6.500000', False,1,1,11,1,1,0,0, null, null,41,2,8,4, null,5,17,6, null, null, null, null,4,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
138951,B. Öksüz,Burak,Öksüz,28,1/25/1996,Rize,Türkiye,Türkiye,185 cm,null,FALSE,https://media.api-sports.io/football/players/138951.png,3575, Hatayspor, https://media.api-sports.io/football/teams/3575.png,0,0,0, null, Defender, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
139295,F. Güneş,Furkan Fehmi,Güneş,24,7/4/1999,Bursa,Türkiye,Türkiye,null,null,FALSE,https://media.api-sports.io/football/players/139295.png,3603, Samsunspor, https://media.api-sports.io/football/teams/3603.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
142959,K. Aktürkoğlu,Muhammed Kerem,Aktürkoğlu,26,10/21/1998,Kocaeli,Türkiye,Türkiye,173 cm,68 kg,FALSE,https://media.api-sports.io/football/players/142959.png,645, Galatasaray, https://media.api-sports.io/football/teams/645.png,30,27,2271, null, Attacker, '7.413333', False,3,20,3,53,25,11,0,5, null,757,71,16,26, null,12,208,90,55,25, null,24,18,4,1,0, null, null,2,1, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
