player_name,first_name,last_name,age,birth_date,birth_country,nationality,height_cm,weight_kg,team_name,position,is_captain,appearances,starting_lineups,minutes_played,goals,assists,shots_saves,pass_accuracy,yellow_cards,red_cards,yellow_red_cards,penalty_won,penalty_committed,penalty_scored,penalty_missed,penalty_saved
B. Yılmaz,Barış Alper,Yılmaz,24,2000-05-23,Türkiye,Türkiye,0,0,galatasaray,Attacker,False,30,21,1934,3,3,0,17.0,6,0,0,0,0,0,0,0
A. Kızıldağ,Arda,Kızıldağ,26,1998-10-15,Türkiye,Türkiye,0,0,gazisehir gaziantep,Defender,False,24,22,1979,3,0,0,27.0,3,0,0,0,0,0,0,0
İ. Karakaş,İlker,Karakaş,25,1999-01-11,Türkiye,Türkiye,0,0,gazisehir gaziantep,Attacker,False,8,0,82,0,0,0,1.0,0,0,0,0,0,0,0,0
A. Mehremić,Adi,Mehremić,31,1992-04-26,Bosnia and Herzegovina,Bosnia and Herzegovina,0,0,i̇stanbulspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Karakaya,Ali,Karakaya,21,2002-01-01,Türkiye,Türkiye,0,0,konyaspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Mamadou,Mendy,Mamadou,26,1998-10-04,Senegal,Senegal,0,0,i̇stanbulspor,Attacker,False,25,12,1185,1,3,0,9.0,0,1,0,0,0,0,0,0
B. Yıldırım,Bertuğ Özgür,Yıldırım,22,2002-07-12,Türkiye,Türkiye,0,0,hatayspor,Attacker,False,3,3,260,1,0,0,9.0,1,0,0,0,0,0,0,0
Y. Tunç,Yusuf Mert,Tunç,23,2000-09-18,Türkiye,Türkiye,0,0,i̇stanbulspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
H. Yeşil,Hakan,Yeşil,21,2002-01-01,Türkiye,Türkiye,0,0,trabzonspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
J. Uzuegbunam,John Mary,Honi Uzuegbunam,31,1993-03-09,Nigeria,Cameroon,0,0,rizespor,Attacker,False,2,1,134,1,0,0,7.0,0,0,0,0,0,0,0,0
E. Çekiçi,Endri,Çekiçi,28,1996-11-23,Albania,Albania,0,0,pendikspor,Midfielder,False,20,8,703,1,1,0,12.0,4,0,0,0,0,0,0,0
G. Laura,Gaëtan Loamba,Laura,29,1995-08-06,France,Congo DR,0,0,samsunspor,Attacker,False,8,2,320,0,0,0,5.0,0,0,0,0,0,0,0,0
C. Kahraman,Cihan,Kahraman,26,1998-10-08,Germany,Türkiye,0,0,samsunspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Y. Türk,Yusuf,Türk,26,1998-02-13,Türkiye,Türkiye,0,0,gazisehir gaziantep,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Yeşil,Mehmet,Yeşil,26,1998-05-31,Türkiye,Türkiye,0,0,i̇stanbulspor,Defender,False,29,27,2425,0,0,0,29.0,8,0,0,0,0,0,0,0
A. Tunçer,Ali Han,Tunçer,28,1995-08-22,Türkiye,Türkiye,0,0,pendikspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
C. Gönen,Cenk,Gönen,35,1988-02-21,Türkiye,Türkiye,0,0,kayserispor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Óscar Pinchi,Óscar Francisco,García Quintela,28,1996-01-17,Spain,Spain,0,0,rizespor,Midfielder,False,13,1,220,0,0,0,6.0,2,0,0,0,0,0,0,0
O. Berber,Oğuzhan,Berber,31,1992-04-10,Türkiye,Türkiye,0,0,i̇stanbulspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Erboğa,Mustafa Ethem,Erboğa,24,1999-01-11,Türkiye,Türkiye,0,0,kasimpasa,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
C. Tosun,Cafer,Tosun,24,1999-11-20,Türkiye,Türkiye,0,0,i̇stanbulspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
S. Yılmaz,Sabit Hakan,Yılmaz,26,1997-07-27,Türkiye,Türkiye,0,0,i̇stanbulspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Kartsev,Eden,Kartsev,24,2000-04-11,Israel,Israel,0,0,istanbul basaksehir,Midfielder,False,11,6,486,0,0,0,18.0,1,0,0,0,0,0,0,0
A. Karaman,Alper,Karaman,26,1997-01-24,Türkiye,Türkiye,0,0,istanbul basaksehir,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
J. Topalli,Jetmir,Topalli,26,1998-02-07,Kosovo,Kosovo,0,0,i̇stanbulspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
L. Diack,Lamine,Diack,23,2000-11-15,Senegal,Senegal,0,0,ankaragucu,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Đokanović,Andrej,Đokanović,23,2001-03-01,Bosnia and Herzegovina,Bosnia and Herzegovina,0,0,ankaragucu,Midfielder,False,12,7,612,0,0,0,21.0,1,0,0,0,0,0,0,0
O. Erdoğan,Okan,Erdoğan,26,1998-09-29,Germany,Germany,0,0,i̇stanbulspor,Defender,False,25,24,2162,0,0,0,35.0,6,1,0,0,0,0,0,0
R. Baniya,Rayyan,Baniya,25,1999-02-18,Italy,Türkiye,0,0,trabzonspor,Defender,False,20,19,1616,0,0,0,32.0,3,0,0,0,0,0,0,0
S. Asan,Serkan,Asan,25,1999-04-28,Türkiye,Türkiye,0,0,pendikspor,Defender,False,21,17,1428,0,0,0,20.0,2,0,1,0,0,0,0,0
A. Diamantis,Apostolos,Diamantis,24,2000-05-20,Greece,Greece,0,0,i̇stanbulspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Balat,Bünyamin,Balat,27,1997-01-05,Germany,Germany,0,0,adana demirspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Uğur,Adnan,Uğur,23,2001-06-28,Belgium,Belgium,0,0,fatih karagumruk,Midfielder,False,11,5,434,0,0,0,9.0,1,0,0,0,0,0,0,0
L. Mercan,Münir Levent,Mercan,24,2000-12-10,Germany,Germany,0,0,fatih karagumruk,Midfielder,False,29,29,2545,1,4,0,34.0,8,0,0,0,0,0,0,0
E. Yardımcı,Erencan,Yardımcı,22,2002-02-04,Türkiye,Türkiye,0,0,pendikspor,Attacker,False,23,13,1221,6,2,0,6.0,0,0,0,0,0,0,0,0
E. Arslan,Ensar,Arslan,22,2001-08-01,Germany,Germany,0,0,samsunspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
D. Köhn,Derrick Arthur,Köhn,25,1999-02-04,Germany,Germany,0,0,galatasaray,Defender,False,6,6,540,1,0,0,21.0,1,0,0,0,0,0,0,0
D. Kök,Deniz,Kök,23,2000-03-12,Türkiye,Türkiye,0,0,alanyaspor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
O. Koç,Ozan İsmail,Koç,23,2001-01-06,Türkiye,Türkiye,0,0,rizespor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Kör,Batuhan,Kör,23,2001-03-09,Türkiye,Türkiye,0,0,trabzonspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Çaylak,Alperen Mehmet,Çaylak,23,2000-05-08,Türkiye,Türkiye,0,0,i̇stanbulspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
D. Aydın,Abdullah Dıjlan,Aydın,23,2000-06-16,Türkiye,Türkiye,0,0,i̇stanbulspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Nızam,Berk Ali,Nızam,23,2000-04-23,Türkiye,Türkiye,0,0,i̇stanbulspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
C. Keles,Can,Keles,23,2001-09-02,Austria,Austria,0,0,fatih karagumruk,Attacker,False,28,21,1780,3,3,0,12.0,3,0,0,0,0,0,0,0
H. Yurtseven,Hasan,Yurtseven,23,2001-03-19,Türkiye,Türkiye,0,0,gazisehir gaziantep,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
V. Ünal,Veysel Karani,Ünal,22,2001-07-03,Türkiye,Türkiye,0,0,alanyaspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
K. Kalafat,Kerem,Kalafat,22,2001-03-09,Türkiye,Türkiye,0,0,besiktas,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Eyibil,Erkan,Eyibil,23,2001-06-15,Germany,Türkiye,0,0,antalyaspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
K. Keita,Abdul Kader,Keita,24,2000-11-06,France,Côte d'Ivoire,0,0,sivasspor,Midfielder,False,7,0,65,0,0,0,9.0,0,0,0,0,0,0,0,0
K. Köylü,Kubilay,Köylü,25,1999-05-04,Netherlands,Netherlands,0,0,i̇stanbulspor,Attacker,False,5,0,25,0,1,0,3.0,0,0,0,0,0,0,0,0
E. Keskin,Enes,Keskin,23,2001-06-04,Türkiye,Türkiye,0,0,pendikspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
N. Yardımcı,Nafican,Yardımcı,22,2001-03-21,Türkiye,Türkiye,0,0,konyaspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Y. Yitmez,Halil Yiğit,Yitmez,23,2000-01-14,Türkiye,Türkiye,0,0,i̇stanbulspor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Tatlı,Efe,Tatlı,22,2002-07-29,Türkiye,Türkiye,0,0,fatih karagumruk,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Emek,Abdurrahman,Emek,22,2001-01-01,Türkiye,Türkiye,0,0,i̇stanbulspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Ba,Mahamadou,Ba,25,1999-09-21,Mali,Mali,0,0,adana demirspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
T. Tepe,Muhammet Taha,Tepe,23,2001-01-01,Türkiye,Türkiye,0,0,trabzonspor,Goalkeeper,False,2,2,180,0,0,7,19.0,0,0,0,0,0,0,0,0
O. Oruç,Ozan Can,Oruç,23,2000-05-26,Türkiye,Türkiye,0,0,konyaspor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
G. Bitin,Görkem,Bitin,26,1998-06-22,Türkiye,Türkiye,0,0,pendikspor,Attacker,False,10,1,321,0,0,0,6.0,1,0,0,0,0,0,0,0
Ö. Artan,Ömürcan,Artan,25,1999-07-27,Türkiye,Türkiye,0,0,gazisehir gaziantep,Defender,False,3,2,168,0,0,0,8.0,0,0,0,0,0,0,0,0
B. Öksüz,Burak,Öksüz,28,1996-01-25,Türkiye,Türkiye,0,0,hatayspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
F. Güneş,Furkan Fehmi,Güneş,24,1999-07-04,Türkiye,Türkiye,0,0,samsunspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
K. Aktürkoğlu,Muhammed Kerem,Aktürkoğlu,26,1998-10-21,Türkiye,Türkiye,0,0,galatasaray,Attacker,False,30,27,2271,11,5,0,16.0,4,0,1,0,0,2,1,0
B. Taşkın,Berk,Taşkın,26,1997-11-28,Türkiye,Türkiye,0,0,samsunspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
O. Özçiçek,Ogün,Özçiçek,25,1999-01-24,Türkiye,Türkiye,0,0,gazisehir gaziantep,Midfielder,False,22,18,1623,2,1,0,24.0,6,0,0,0,0,0,0,0
G. Bayrakdar,Gökdeniz,Bayrakdar,22,2001-11-23,Türkiye,Türkiye,0,0,antalyaspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Gülay,Ahmet,Gülay,20,2003-01-13,Türkiye,Türkiye,0,0,besiktas,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Barlık,Efecan,Barlık,21,2003-01-13,Türkiye,Türkiye,0,0,istanbul basaksehir,Attacker,False,2,0,8,0,0,0,1.0,0,0,0,0,0,0,0,0
Y. Boyar,Yavuz Buğra,Boyar,26,1998-08-10,Türkiye,Türkiye,0,0,hatayspor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Şengül,Mustafa,Şengül,24,1999-07-08,Türkiye,Türkiye,0,0,rizespor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
H. Özdemir,Hamza,Özdemir,22,2001-05-15,Türkiye,Türkiye,0,0,alanyaspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Kabak,Adem Eren,Kabak,23,2000-12-12,Türkiye,Türkiye,0,0,konyaspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Arda,Alp,Arda,29,1995-06-07,Türkiye,Türkiye,0,0,i̇stanbulspor,Goalkeeper,False,17,17,1530,0,0,67,17.0,3,0,0,0,0,0,0,2
E. Erdem,Muhammet Enes,Erdem,24,1999-01-08,Türkiye,Türkiye,0,0,pendikspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Pehlivan,Muhammed Egemen,Pehlivan,24,2000-01-11,Türkiye,Türkiye,0,0,fatih karagumruk,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Gürbüz,Berke,Gürbüz,21,2003-01-27,Türkiye,Türkiye,0,0,gazisehir gaziantep,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Yiğiter,Abdullah,Yiğiter,23,2000-02-20,Türkiye,Türkiye,0,0,hatayspor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Erdilman,Mustafa,Erdilman,20,2004-01-01,Türkiye,Türkiye,0,0,antalyaspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Gedikli,Emrehan,Gedikli,21,2003-04-25,Germany,Türkiye,0,0,i̇stanbulspor,Attacker,False,5,2,232,1,0,0,11.0,0,0,0,0,0,0,0,0
M. Baltacı,Metehan,Baltacı,22,2002-11-03,Türkiye,Türkiye,0,0,galatasaray,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Balaban,Berk,Balaban,24,2000-01-01,Türkiye,Türkiye,0,0,galatasaray,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Canpolat,Erdem,Canpolat,23,2001-04-13,Germany,Germany,0,0,pendikspor,Goalkeeper,False,28,28,2520,0,0,77,20.0,3,0,0,0,0,0,0,2
M. Cihan,Mirza,Cihan,24,2000-10-26,Türkiye,Türkiye,0,0,gazisehir gaziantep,Midfielder,False,6,1,116,0,0,0,3.0,0,0,0,0,0,0,0,0
B. Önde,Berke Doğukan,Önde,23,2000-03-18,Türkiye,Türkiye,0,0,hatayspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
G. Yaméogo,Guy Serge Cédric,Yaméogo,23,2000-12-30,Côte d'Ivoire,Côte d'Ivoire,0,0,samsunspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Sağat,Ahmet,Sağat,27,1996-05-27,Germany,Germany,0,0,samsunspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Kuyubaşı,Alperen,Kuyubaşı,24,2000-05-26,Türkiye,Türkiye,0,0,ankaragucu,Defender,False,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Y. Poyrazlı,Yusuf Ensar,Poyrazlı,21,2002-07-31,Türkiye,Türkiye,0,0,samsunspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Altıkulaç,Melih,Altıkulaç,21,2002-02-08,France,Türkiye,0,0,samsunspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Bilsel,Ege,Bilsel,20,2004-01-04,Türkiye,Türkiye,0,0,antalyaspor,Attacker,False,3,1,60,0,0,0,5.0,1,0,0,0,0,0,0,0
A. Demirli,Ahmet Hakan,Demirli,24,2000-08-07,Türkiye,Türkiye,0,0,kasimpasa,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Arlı,Amir Emin,Arlı,20,2003-01-05,France,Türkiye,0,0,samsunspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Ö. Şahan,Özcan,Şahan,25,1999-01-08,France,France,0,0,i̇stanbulspor,Attacker,False,10,1,163,0,0,0,9.0,2,0,0,0,0,0,0,0
H. Uyanıker,Hüseyin Mert,Uyanıker,24,2000-05-19,Türkiye,Türkiye,0,0,konyaspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
S. İmdat,Sıtkı Ferdi,İmdat,22,2001-10-05,Türkiye,Türkiye,0,0,ankaragucu,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
F. Mankır,Fatih,Mankır,21,2002-08-20,Türkiye,Türkiye,0,0,konyaspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
S. Nas,İlhami Siraçhan,Nas,21,2002-06-20,Türkiye,Türkiye,0,0,galatasaray,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Ş. Kaya,Şener,Kaya,20,2003-01-01,Türkiye,Türkiye,0,0,samsunspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
L. Stankovski,Luka,Stankovski,22,2002-09-02,North Macedonia,North Macedonia,0,0,gazisehir gaziantep,Midfielder,False,2,1,54,0,0,0,7.0,1,0,0,0,0,0,0,0
A. Çakar,Abdulkerim,Çakar,22,2001-04-14,Germany,Germany,0,0,gazisehir gaziantep,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
S. Onur,Samed,Onur,22,2002-07-15,Germany,Türkiye,0,0,fatih karagumruk,Midfielder,False,5,0,14,0,0,0,1.0,1,0,0,0,0,0,0,0
O. Babuşcu,Onurhan,Babuşcu,21,2003-09-05,Austria,Austria,0,0,gazisehir gaziantep,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Yiğit,Mervan Yusuf,Yiğit,23,2001-06-27,Türkiye,Türkiye,0,0,ankaragucu,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Aksoy,Aziz,Aksoy,23,2000-07-12,Türkiye,Türkiye,0,0,rizespor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Özdemir,Mesut,Özdemir,30,1993-06-14,Türkiye,Türkiye,0,0,pendikspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
D. Kaya,Doğukan,Kaya,24,2000-01-16,Türkiye,Türkiye,0,0,ankaragucu,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
İ. Yüksek,İsmail,Yüksek,25,1999-01-26,Türkiye,Türkiye,0,0,fenerbahce,Midfielder,False,27,24,2110,0,3,0,42.0,6,0,2,0,0,0,0,0
D. Kovačević,Denis,Kovačević,21,2002-12-12,Austria,Bosnia and Herzegovina,0,0,i̇stanbulspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Feratovič,Amir,Feratovič,22,2002-06-08,Slovenia,Slovenia,0,0,adana demirspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
S. Nongoh,Samuel,Bakia Nongoh,20,2004-03-04,Cameroon,Cameroon,0,0,adana demirspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
G. Khabuliani,Giorgi,Khabuliani,19,2004-03-25,Georgia,Georgia,0,0,adana demirspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Y. Özer,Yusuf Ali,Özer,22,2002-06-19,Türkiye,Türkiye,0,0,i̇stanbulspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
S. Poyraz,Serdar,Poyraz,19,2004-06-17,Türkiye,Türkiye,0,0,antalyaspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Bulut,Buluthan,Bulut,22,2002-07-21,Türkiye,Türkiye,0,0,alanyaspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
V. Veliu,Valmir,Veliu,24,2000-06-04,Kosovo,Kosovo,0,0,gazisehir gaziantep,Attacker,False,3,0,25,0,0,0,3.0,0,0,0,0,0,0,0,0
J. Oosterwolde,Jayden,Quinn Oosterwolde,23,2001-04-26,Netherlands,Netherlands,0,0,fenerbahce,Defender,False,25,18,1756,0,0,0,30.0,8,0,0,0,0,0,0,0
S. Kavrazlı,Salih,Kavrazlı,22,2002-03-16,Türkiye,Türkiye,0,0,adana demirspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Yegen,Elano Lorenzo,Yegen,21,2002-10-08,Netherlands,Netherlands,0,0,samsunspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Bilgin,Emre,Bilgin,20,2004-02-26,Türkiye,Türkiye,0,0,fatih karagumruk,Goalkeeper,False,9,9,810,0,0,27,19.0,0,0,0,0,0,0,0,1
B. Kuçkar,Baver,Kuçkar,21,2003-02-15,Türkiye,Türkiye,0,0,sivasspor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Şahin,Kubilay Eren,Şahin,22,2001-05-01,Türkiye,Türkiye,0,0,sivasspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
O. Arı,Onur,Arı,23,2001-03-04,Türkiye,Türkiye,0,0,hatayspor,Attacker,False,3,0,10,0,0,0,2.0,0,0,0,0,0,0,0,0
A. Kaygısız,Ayberk,Kaygısız,19,2004-08-11,Türkiye,Türkiye,0,0,istanbul basaksehir,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
V. Temel,Vefa,Temel,22,2002-11-03,France,Türkiye,0,0,i̇stanbulspor,Midfielder,False,19,7,642,0,0,0,12.0,4,0,0,0,0,0,0,0
Ü. Durmuşhan,Ünal Emre,Durmuşhan,21,2003-10-20,Germany,Germany,0,0,hatayspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Küpelikılınç,Berkan,Küpelikılınç,20,2003-01-14,Germany,Germany,0,0,gazisehir gaziantep,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Ö. Yiğiter,Özkan,Yiğiter,24,2000-01-07,Türkiye,Türkiye,0,0,sivasspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
S. Ekinci,Sarp,Ekinci,21,2002-05-22,Türkiye,Türkiye,0,0,samsunspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Güney,Ahmet Çağrı,Güney,20,2003-08-23,Türkiye,Türkiye,0,0,alanyaspor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Çavuş,Emirhan,Çavuş,22,2002-10-13,Türkiye,Türkiye,0,0,alanyaspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Demirel,Ali Sühan,Demirel,21,2003-01-02,Germany,Türkiye,0,0,kasimpasa,Attacker,False,1,0,11,0,0,0,1.0,0,0,0,0,0,0,0,0
E. Delibaş,Emirhan,Delibaş,21,2003-01-01,Türkiye,Türkiye,0,0,besiktas,Midfielder,False,1,0,9,0,0,0,3.0,0,0,0,0,0,0,0,0
E. Uzun,Emrecan,Uzun,21,2002-01-29,Türkiye,Türkiye,0,0,adana demirspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Y. Göktaş,Yusuf Eren,Göktaş,20,2004-06-23,Türkiye,Türkiye,0,0,ankaragucu,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Karademir,Ahmet,Karademir,19,2004-04-02,Türkiye,Türkiye,0,0,konyaspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Kalkan,Berat,Kalkan,21,2003-03-02,Türkiye,North Macedonia,0,0,kasimpasa,Midfielder,False,1,0,5,0,0,0,2.0,0,0,0,0,0,0,0,0
E. Ortakaya,Emir,Ortakaya,20,2004-06-22,Türkiye,Türkiye,0,0,fenerbahce,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
H. Yeşilyurt,Hasan Emre,Yeşilyurt,24,2000-08-18,Türkiye,Türkiye,0,0,kasimpasa,Midfielder,False,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Sambou,Bouly Junior,Sambou,26,1998-12-01,Senegal,Senegal,0,0,konyaspor,Attacker,False,7,0,157,0,0,0,5.0,2,0,0,0,0,0,0,0
B. Gudjufi,Besar,Gudjufi,19,2004-05-29,North Macedonia,North Macedonia,0,0,besiktas,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Bah,Elhadj Abdourahamane,Bah,22,2001-08-22,Guinea,Guinea,0,0,samsunspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
L. Nicholas,Lawrence Anwan,Nicholas,23,2001-05-17,Nigeria,Nigeria,0,0,fatih karagumruk,Midfielder,False,3,0,19,0,0,0,2.0,0,0,0,0,0,0,0,0
D. Traoré,Djakaridja Junior,Traoré,26,1998-08-02,Côte d'Ivoire,Côte d'Ivoire,0,0,i̇stanbulspor,Attacker,False,13,5,418,1,0,0,5.0,1,0,0,0,0,0,0,0
F. Külekçi,Furkan,Külekçi,22,2001-06-28,Türkiye,Türkiye,0,0,kasimpasa,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Malatyalı,Ahmet Kağan,Malatyalı,21,2003-07-10,Türkiye,Türkiye,0,0,kayserispor,Defender,False,1,0,7,0,0,0,8.0,0,0,0,0,0,0,0,0
Y. Kefeli,Yunus Emre,Kefeli,20,2004-05-07,Türkiye,Türkiye,0,0,pendikspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
U. Semizoğlu,Uğur Can,Semizoğlu,22,2001-06-08,Türkiye,Türkiye,0,0,rizespor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Tetah,El Mami,Tetah,22,2001-11-12,Mauritania,Mauritania,0,0,alanyaspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Kılıç,Ali,Kılıç,19,2004-03-11,Türkiye,Türkiye,0,0,samsunspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
F. Doğan,Furkan Mehmet,Doğan,22,2001-11-22,Türkiye,Türkiye,0,0,pendikspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
